Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,,,,,,,,,,,,,,,,
0,ДО Макаров,Информационная система управления сетевыми ресурсами для ОАО «Горизонт»,2018,,library.tiei.ru,http://library.tiei.ru/bitstream/123456789/1238/1/%D0%92%D0%9A%D0%A0%20%D0%9C%D0%B0%D0%BA%D0%B0%D1%80%D0%BE%D0%B2.pdf,,390,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,… ARPANET. Роль компьютерных вычислительных машин скорость в это время кализуются выполняли большие рекомендации центральные компьютеры рынке или мейнфреймы – это данной высокопроизводительные серверы порта по обработки информации …
0,ВФ Голиков,Информационные технологии управления бизнесом,2015,,rep.bntu.by,https://rep.bntu.by/bitstream/handle/data/21136/Informacionnye_tekhnologii_upravleniya_biznesom.pdf?sequence=1,,391,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,6,"… банке данных. В качестве центральной вычислительной системы, реализуемой для организации автоматизированного банка данных, используются UNIX-сервер, мэйнфрейм или суперкомпьютер. Комбинированная …"
568,М Когаловский,Перспективные технологии информационных систем,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=vYKzDwAAQBAJ&oi=fnd&pg=PT12&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=ECUWaOU2G3&sig=kaZeraTqYtRPB4fKehlvb6KpmPQ,https://scholar.google.com/scholar?cites=12472762812614392326&as_sdt=2005&sciodt=2007&hl=en,392,2021-08-07 17:02:08,BOOK,,,,,,,,568,284,568,1,2,"Page 1. Лекции МГУ I = * 5 дат ьств в Информационные системы, их назначение, организация, тенденции развития Системы баз данных, моделирование данных, архитектура, новые технологии и применения Системы …"
0,"Д Скрипнюк, Н Диденко, К Киккас, Н Конахина",Транснациональные корпорации в международных экономических отношениях. Учебное пособие для вузов,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=YSQhEAAAQBAJ&oi=fnd&pg=PA47&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=eSG5_XSe4r&sig=QV5RlQIBZUhr21siouAuP54Pozk,,393,2021-08-07 17:02:08,BOOK,,,,,,,,0,0,0,4,1,"Page 1. Н. И. Диденко, Д. Ф. Скрипнюк, Н. А. Конахина, К. Н. Киккас ТРАНСНАЦИОНАЛЬНЫЕ КОРПОРАЦИИ B МЕЖДУНАРОДНЫХ ЭКОНОМИЧЕСКИХ ОТНОШЕНИЯХ УЧЕБНОЕ ПОСОБИЕ ДЛЯ ВУЗОВ Рекомендовано …"
4,"ВН Будко, ПА Будко, ЛИ Тимошенко",Глоссарий англоязычных терминов по ЭВМ и периферийным устройствам,2015,,elibrary.ru,https://elibrary.ru/item.asp?id=24776951,https://scholar.google.com/scholar?cites=6307980374383915293&as_sdt=2005&sciodt=2007&hl=en,394,2021-08-07 17:02:08,,,,,,,,,4,0.67,1,3,6,"… Модернизация ЭВМ, апгрейд [upgrade] – изменение конфигурации ПК, связанное с переходом … В зависимости от поставленной цели модернизации количество и характер изменений … переход на новую операционную систему считать модернизацией не принято …"
1,"ОВ Антоненко, ІО Бардус",Архітектура комп'ютера та конфігурування комп'ютерних систем (на основі фундаменталізованого підходу),2018,,dspace.bdpu.org,https://dspace.bdpu.org/bitstream/123456789/446/3/Antonenko%20O.%20V.%20Bardus%20I%60.O.%20Arkhi%60tektura%20komp%27yutera%20ta%20konfi%60guruvannya%20komp%27yuternikh%20sistem%20%28na%20osnovi%60%20fundamentali%60zovano.pdf,https://scholar.google.com/scholar?cites=14515884846027341801&as_sdt=2005&sciodt=2007&hl=en,395,2021-08-07 17:02:08,PDF,,,,,,,,1,0.33,1,2,3,"Page 1. МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ БЕРДЯНСЬКИЙ ДЕРЖАВНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ О. В. АНТОНЕНКО, І. О. БАРДУС АРХІТЕКТУРА КОМП'ЮТЕРА ТА КОНФІГУРУВАННЯ КОМП'ЮТЕРНИХ СИСТЕМ …"
200,"ЮА Петров, ЕЛ Шлимович, ЮВ Ирюпин",Комплексная автоматизация управления предприятием,2001,М.: Финансы и статистика,old.kais.ru,http://old.kais.ru/Lib/5-279-02314-0.doc,https://scholar.google.com/scholar?cites=3720275371557536359&as_sdt=2005&sciodt=2007&hl=en,396,2021-08-07 17:02:08,DOC,,,,,,,,200,10,67,3,20,"Ю.А. Петров. Е.Л.Шлимович. Ю.В. Ирюпин. Комплексная автоматизация управления предприятием. Информационные технологии-. теория и практика. МОСКВА. ""ФИНАНСЫ И СТАТИСТИКА"". 2001. УДК 658.01:004(036) ББК 6S.290.2c5).я2 ПЭО. Петров Ю.А. и др …"
43,W Eckerson,What Are Performance Dashboards?,2005,DM REVIEW,img.yakaboo.ua,http://img.yakaboo.ua/media/mediagallery/pdf/4/5/455257_3179724.pdf,https://scholar.google.com/scholar?cites=2332829952559623612&as_sdt=2005&sciodt=2007&hl=en,397,2021-08-07 17:02:08,PDF,,,,,,,,43,2.69,43,1,16,"Page 1. Посвящается моим родителям, Хорнеру и Салли, благодаря которым все вообще стало возможным Page 2. Performance Dashboards Wayne W. Eckerson Measuring, Monitoring, and Managing Your Business John Wiley & Sons, Inc. Page 3. Москва 2007 Панели …"
0,"ПИ КАРЬЕРА, П ЖЕЛЕЗО",НОВОСТИ И СОБЫТИЯ 4-13 ПРАКТИКА 14-31,2009,ЗАКОНОДАТЕЛЬСТВО,itbel.by,http://www.itbel.by/el_version/book/IT_bel_1.pdf,,398,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,12,"… Его про- пускная способность составит 4 Гбит/с. После модернизации мощность российско- белорусского интернет-канала достигнет 10 Гбит/с … В пресс-службе предприятия сообщили, что все работы по модернизации планирует- ся закончить в нынешнем году …"
0,ДА Дрык,Совершенствование механизма управления ВУП «Экспофорум» путем внедрения информационной системы «BPM'ONLINE»: Магистерская диссертация,2019,,elib.bsu.by,https://elib.bsu.by/handle/123456789/239190,,399,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,2,Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ РЕСПУБЛИКИ БЕЛАРУСЬ БЕЛОРУССКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИЧЕСКИЙФА КУЛЬТЕТ Кафедра экономической информатики ДРЫК Денис Андреевич …
2,"ГА Петров, СВ Тихов, ВП Яковлев",Базы данных,2015,,nizrp.narod.ru,http://nizrp.narod.ru/metod/kafpriklmatiif/8.pdf,https://scholar.google.com/scholar?cites=15034553649069302074&as_sdt=2005&sciodt=2007&hl=en,400,2021-08-07 17:02:08,PDF,,,,,,,,2,0.33,1,3,6,Page 1. МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ …
0,"ДО Бобынцев, АЛ Марухленко, ЛО Марухленко…",Основы администрирования информационных систем,2020,,books.google.com,https://books.google.com/books?hl=en&lr=&id=T5kPEAAAQBAJ&oi=fnd&pg=PA5&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=p-1KGLhqlh&sig=ufHNiqSbhx-3bP7uwarvSyQZ-3c,,401,2021-08-07 17:02:08,BOOK,,,,,,,,0,0,0,4,1,Page 1. Основы администрирования информационных систем Учебное пособие SEC HP LOGIN Direct MEDIA Page 2. Основы администрирования информационных систем Учебное пособие Москва Берлин 2021 Page 3 …
2,ХН Музипов,Программно-технические комплексы автоматизированных систем управления,2015,,elibrary.ru,https://elibrary.ru/item.asp?id=24700427,https://scholar.google.com/scholar?cites=14161726939650435478&as_sdt=2005&sciodt=2007&hl=en,402,2021-08-07 17:02:08,,,,,,,,,2,0.33,2,1,6,"… Первый этап создания АСУ ТП связан с использованием ЭВМ первого поколения, например, таких отечественных ЭВМ как «Урал», «УМ-1», «Минск». На втором этапе применялись мэйнфреймы типа IBM, ЕС ЭВМ, мини-компьютеры (DEC, СМ ЭВМ и др.) …"
0,"ИВ Антошина, ЮТ Котов",и микропроцессорные системы,2005,Москва,xn--e1ajqk.kiev.ua,http://xn--e1ajqk.kiev.ua/wp-content/uploads/2019/12/antoshina-iv-kotov-yut-mikroprocessory-i-mikroprocessornye-sistemy-analiticheskiy-obzor_557ec7fe71f.pdf,,403,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,16,Page 1. Государственное образовательное учреждение высшего профессионального образования «Московский государственный университет леса» Факультет электроники и системотехники Кафедра электроники …
0,"НГ Кудрявцев, ДВ Кудин, МЮ Беликова, ВН Власов",ББК 32.973 я73 К 88,2015,,robionika.ru,http://robionika.ru/uploads/files/book_informatic.pdf,,404,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,4,6,"Page 1. Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Горно-Алтайский государственный университет» Н. Г. Кудрявцев, Д. В. Кудин, М. Ю. Беликова ЭЛЕМЕНТАРНЫЕ ОСНОВЫ …"
39,"АВ Майстренко, НВ Майстренко","Информационные технологии в науке, образовании и инженерной практике: учебное пособие",2012,Тамбов: Изд-во ФГБОУ ВПО «ТГТУ,tstu.ru,https://www.tstu.ru/book/elib/pdf/2009/maistrenko_h.pdf,https://scholar.google.com/scholar?cites=4302442844650220792&as_sdt=2005&sciodt=2007&hl=en,405,2021-08-07 17:02:08,PDF,,,,,,,,39,4.33,20,2,9,"Page 1. А.В. МАЙСТРЕНКО, Н.В. МАЙСТРЕНКО • ИЗДАТЕЛЬСТВО ТГТУ • Page 2. Министерство образования и науки Российской Федерации ГОУ ВПО «Тамбовский государственный технический университет» А.В. МАЙСТРЕНКО, Н.В. МАЙСТРЕНКО …"
0,ЮА Фатеева,Деятельность коммерческих банков РФ по предоставлению цифровых продуктов и услуг в современных экономических условиях (на примере ПАО КБ « …,2019,,vital.lib.tsu.ru,http://vital.lib.tsu.ru/vital/access/services/Download/vital:8699/SOURCE01,,406,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,2,"… Всё это поднимает современную жизнь на новый уровень развития, но вместе с тем и заставляет неустанно контролировать процессы повсеместной модернизации, чтобы не отставать от возрастающих темпов технического и экономического прогресса …"
0,ДА Шашков,ОСОБЕННОСТИ УЧЁТА КРУГЛЫХ ЛЕСОМАТЕРИАЛОВ В ЗАРУБЕЖНЫХ СТРАНАХ,2020,WORLD SCIENCE: PROBLEMS AND INNOVATIONS …,naukaip.ru,https://naukaip.ru/wp-content/uploads/2020/08/MK-868.pdf#page=56,,407,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,1,"… Следовательно, теперь нам необходимо более глубоко исследовать четыре отличительных этапа развития информационно-коммуникационных технологий в эту эпоху [2]. Первый этап, корпоративные вычисления, был основан на мэйнфреймах …"
0,"ВВ Золотарев, НА Федорова",З 80 Анализ защищенности автоматизированных систем: Учебное пособие,2007,,dstu.dp.ua,http://www.dstu.dp.ua/Portal/Data/book/b-114.pdf,,408,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,14,"… детализированный перечень требований руководящих документов по защи- щенности информации для данного класса систем; • рекомендации по формированию политики информационной безопасности, созданию или модернизации подсистемы защиты …"
42,"ОВ Ефремов, ПС Беляев","Информационные системы в науке, образовании и бизнесе",2006,Тамбов: Изд-во Тамб. гос. техн. ун-та,tstu.ru,https://tstu.ru/book/elib/pdf/2006/efremov2.pdf,https://scholar.google.com/scholar?cites=850641557504934134&as_sdt=2005&sciodt=2007&hl=en,409,2021-08-07 17:02:08,PDF,,,,,,,,42,2.8,21,2,15,… компьютера. В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы входят и более мощные компьютеры (так называемые мэйнфреймы или суперЭВМ) …
9,"Н Димитри, Г Пига, Д Спаньоло",Руководство по закупкам,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=TRTKCQAAQBAJ&oi=fnd&pg=PT3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=z__HfLjULE&sig=ZpgGnzYOgrKsvyxVzvfnboTYGJs,https://scholar.google.com/scholar?cites=1288107942465110097&as_sdt=2005&sciodt=2007&hl=en,410,2021-08-07 17:02:08,BOOK,,,,,,,,9,4.5,3,3,2,Page 1. | - Руководство ПО За КУПКaМ Под редакцией Н. Димитри Пита Дж. Спаньоло в высшдя шкомм экономики * ниши он минныи и типинтипы и нитник инститит Page 2. Руководство по закупкам Page 3. © Cambridge …
10,"П Терещенко, В Астапчук",Интерфейсы информационных систем,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=R7ZXDwAAQBAJ&oi=fnd&pg=PA4&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=yJaQoGzuEe&sig=ar5CyPzJu6_I2WISJtdep0shTXs,https://scholar.google.com/scholar?cites=16747203491462773958&as_sdt=2005&sciodt=2007&hl=en,411,2021-08-07 17:02:08,BOOK,,,,,,,,10,5,5,2,2,"… Как правило, не следует отказываться от многих наследованных приложений (даже от мэйнфреймов), но их можно существенно улучшить, если интегри- ровать присущие им деловую логику и данные с другими приложе- ниями …"
0,АВ Чуйков,T• C omm,,media-publisher.ru,,http://media-publisher.ru/old/pdf/Nom-3-2010-sait.pdf,,412,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,"… Руководствуясь этой основополагающей идеей, Hitachi Data Systems по могла ИТ специалистам совершить переход от тра диционных систем на базе мейнфреймов вчераш него дня к более открытым системам, позволяющим объединять на одной платформе …"
3,А Егоров,Интегрированные автоматизированные системы управления химическими производствами и предприятиями. Учебное пособие для вузов,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=6RMnEAAAQBAJ&oi=fnd&pg=PA3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=SI29LlgZRn&sig=-aT-HIxsIYvDlTh8eLr5okWh6qc,https://scholar.google.com/scholar?cites=3510282951080741985&as_sdt=2005&sciodt=2007&hl=en,413,2021-08-07 17:02:08,BOOK,,,,,,,,3,3,3,1,1,Page 1. А. Ф. Егоров ИНТЕГРИРОВАННЫЕ АВТОМАТИЗИРОВАННЫЕ СИСТЕМЫ УПРАВЛЕНИЯ ХИМИЧЕСКИМИ ПРОИЗВОДСТВАМИ И ПРЕДПРИЯТИЯМИ УЧЕБНОЕ ПОСОБИЕ ДЛЯ ВУЗОВ Рекомендовано Учебно …
0,"НГ Ярушкина, ТА Меркулова",ББК 32.965 я 7 Я 78,2002,,venec.ulstu.ru,http://venec.ulstu.ru/lib/2002/Yarushkina_Merkulova.pdf,,414,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,19,"Page 1. Н. Г. ЯРУШКИНА, Т.А. МЕРКУЛОВА ПРОЕКТИРОВАНИЕ БАЗ ДАННЫХ ДЛЯ ЭКОНОМИЧЕСКИХ ИНФОРМАЦИОННЫХ СИСТЕМ В СРЕДЕ СЕРВЕРА ДАННЫХ ORACLE 7.3. Рекомендовано Учебно-методическим …"
0,ДИ Соловьев,Организация комплектации объектов строительства в нефтегазовой отрасли в системе SAP/r3,2019,,earchive.tpu.ru,http://earchive.tpu.ru/handle/11683/52365,,415,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,2,Page 1. 1 Министерство науки и высшего образования Российской Федерации федеральное государственное автономное образовательное учреждение высшего образования «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ …
0,НВ Митяева,Министерство образования и науки Российской Федерации Федеральное государственное бюджетное образовательное учреждение высшего …,2008,,hi-edu.ru,http://www.hi-edu.ru/e-books/xbook819/01/KL_1.pdf,,416,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,13,"Page 1. Министерство образования и науки Российской Федерации Федеральное агентство по образованию Московский государственный университет печати В.В.Петрова, А.Г.Шелудченко Информатика Конспект лекций часть 1 …"
47,"ЛД Линденбратен, ИП Королюк",Медицинская радиология,1979,М.: Медицина,drivems.by,https://drivems.by/new/wp-content/uploads/Lindenbraten-Korolyuk-Meditsinskaya-radiologiya-i-rentgenologiya.pdf,https://scholar.google.com/scholar?cites=7073402867148327754&as_sdt=2005&sciodt=2007&hl=en,417,2021-08-07 17:02:08,PDF,,,,,,,,47,1.12,24,2,42,"Page 1. ЛИНДЕНБРАТЕН Леонид Давидович - действи- тельный член РАЕН, Почетный член Россий- ской и ряда зарубежных радиологических Ассо- циаций, Президент Московского объединения медицинских радиологов …"
0,"МП Воронов, ЕВ Кох, ВП Часовских, ЕВ Анянова",Компьютерные методы обработки информации в менеджменте лесопромышленного предприятия,2018,,kafedrait20.ru,http://kafedrait20.ru/Uploads/Publikazii/IEU/2018_13.pdf,,418,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,4,3,"… Среда разработки и исполнения Natural-приложений существует для всех основных операционных систем и аппаратных платформ, включая мэйнфреймы, Unix, Linux и OpenVMS. Принимая во внимание, что вопросы создания КИС лесопромышленного …"
0,ВКД Рикардо,"Проектирование информационно-телекоммуникационной инфраструктуры торговой сети"" SUPERMAXI"" в Сьерре Эквадора",2016,,dspace.bsu.edu.ru,http://dspace.bsu.edu.ru/bitstream/123456789/24212/1/Velverdi_Proektirovanie_16.pdf,,419,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,5,Page 1. ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ «БЕЛГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ НАЦИОНАЛЬНЫЙ …
0,"ЮМ Лазутин, СГ Бобков","ББК 32.973-02 Рецензенты: Стенин ВЯ, доктор технических наук, профессор",2014,,maltsystem.ru,https://maltsystem.ru/images/book/High_performance_computing_systems.pdf,,420,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,7,"Page 1. 1 УДК 004.3 ББК 32.973-02 Рецензенты: Стенин В.Я., доктор технических наук, профессор, Лазутин Ю.М., доктор физико-математических наук, С.Г. Бобков Высокопроизводительные вычислительные системы / под ред. академика РАН В.Б. Бетелина …"
0,МО Куклин,Исследование напряженного состояния элементов редуктора с ПТК,2020,,earchive.tpu.ru,http://earchive.tpu.ru/handle/11683/61088,,421,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,1,"… производить расчеты самому, нежели обращаться в специальный отдел, использующий сложное ПО метода конечных элементов, такое как ANSYS, работающее на мейнфреймах. В актуальную версии SolidWorks входит модуль экспресс-анализа …"
29,БА Уайт,Управление конфигурацией программных средств. Практическое руководство по Rational ClearCase,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=lwgkEAAAQBAJ&oi=fnd&pg=PA14&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=T7hiuR6phE&sig=bicidZgX03aZaRahf_r2B6280Js,https://scholar.google.com/scholar?cites=9611020603164422064&as_sdt=2005&sciodt=2007&hl=en,422,2021-08-07 17:02:08,BOOK,,,,,,,,29,29,29,1,1,… Координация нескольких параллельных версий ..... Проект модернизации ..... Главный проект Координация ИС/ИТ проектов …
0,"С Мальцева, А Жарова, Е Савеленок, А Соколов…",Основы инновационной деятельности. Учебник для СПО,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Us-lDwAAQBAJ&oi=fnd&pg=PA116&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=Kf3DMn6MY8&sig=joHdj4W-feETegM2WGPSel3oQBQ,,423,2021-08-07 17:02:08,BOOK,,,,,,,,0,0,0,5,1,Page 1. ОСНОВЫ ИННОВАЦИОННОЙ ДЕЯТЕЛЬНОСТИ УЧЕБНИК ДЛЯ СПО Ответственный редактор — С. В. Мальцева Рекомендовано Учебно- методическим отделом среднего профессио- нального образования …
0,ЕВ Бирюков,Информационная системы по работе со сберегательными вкладами Новомосковского отделения ОАО «Сбербанк России»,2018,,library.mpa71.ru,http://library.mpa71.ru/bitstream/123456789/1750/1/%D0%92%D0%9A%D0%A0%20%D0%91%D0%B8%D1%80%D1%8E%D0%BA%D0%BE%D0%B2.pdf,,424,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы может входить мэйнфрейм или супер ЭВМ. Кроме того, техническое воплощение информационной системы само по себе ничего не …"
0,ИЕ Пешков,Разработка локальной вычислительной сети для филиала ПАО «Ростелеком»,2018,,library.mpa71.ru,http://library.mpa71.ru/bitstream/123456789/1240/1/%D0%92%D0%9A%D0%A0%20%D0%9F%D0%B5%D1%88%D0%BA%D0%BE%D0%B2%20%D0%9B%D0%92%D0%A1%20%D0%B4%D0%BB%D1%8F%20%D0%A0%D0%BE%D1%81%D1%82%D0%B5%D0%BB%D0%B5%D0%BA%D0%BE%D0%BC%20%28%D0%B8%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B0%D1%8F%29.pdf,,425,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,Page 1. ТУЛЬСКИЙ УНИВЕРСИТЕТ Частная образовательная организация высшего образования - ассоциация Кафедра Информатики и информационной безопасности Форма обучения заочная Направление: Прикладная информатика …
0,АГ Шелудченко,Программные средства обработки экономической информации,,fkdrmgup.narod.ru,,http://fkdrmgup.narod.ru/files/PS.docx,,426,2021-08-07 17:02:08,DOC,,,,,,,,0,0,0,1,,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ. РОССИЙСКОЙ ФЕДЕРАЦИИ. федеральное государственное бюджетное. образовательное учреждение высшего профессионального образования «Московский государственный университет печати …
3,К Бретт,Эпоха дополненной реальности,2018,,books.google.com,https://books.google.com/books?hl=en&lr=&id=9HLtDwAAQBAJ&oi=fnd&pg=PT2&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=m9vLD3BDPu&sig=NS9MQB9yHDtDcSr74TEZRq4Rg9w,https://scholar.google.com/scholar?cites=8325656341223451072&as_sdt=2005&sciodt=2007&hl=en,427,2021-08-07 17:02:08,BOOK,,,,,,,,3,1,3,1,3,"Page 1. ВRЕТТ К|NC With contributions from Alex Lightman, JP Rangaswami 8 Andy Lark зчателtedbook.com ПТС Мarshall cavendish Editions Page 2. БРЕТТ КИНГ При участии Алекса Лайтмана, Дж. П. Рангасвами и Энди Ларка эпохA …"
0,АС Гринимеер,Развитие технологий цифрового маркетинга в целях продвижения регионального турпродукта,2017,,dspace.bsu.edu.ru,http://dspace.bsu.edu.ru/bitstream/123456789/28939/1/Grinemeer_Razvitie_17%20%281%29.pdf,,428,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,4,Page 1. 1 ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БЕЛГОРОДСКИЙ ГОСУДАРСТВЕННЫЙНА ЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ» ( Н И У « Б е л Г У » ) …
0,"ОК Уокер, ХУ Бойд, Б Джемисон",Джон Маллинз,,ebsdba.com,,http://www.ebsdba.com/documents/course-tasters/russian/pdf/mk-bk-taster.pdf,,429,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,3,,Page 1. MA-A5-engb 2/2011 (1004) Маркетинг Джон Маллинз Орвилл К. Уокер Харпер У. Бойд Барбара Джемисон Page 2. Предлагаемый вашему вниманию учебник входит в состав курса Эдинбургской бизнес школы …
,,,,,,,,,,,,,,,,,,,,,,,
0,"ВФ Иконников, НГ Токаревская, АП Бутер",Информационные системы в международной логистике: электронный учебно-методический комплекс для магистрантов программы «Международная …,2017,,edoc.bseu.by,http://edoc.bseu.by:8080/bitstream/edoc/65552/6/Spisok_rekomendovannoy_literatury.pdf,,431,2021-08-07 17:02:08,,,,,,,,,0,0,0,3,4,"… эксплуатационными затратами и/или обращениями к провайдеру. Мейнфрейм (также мэйнфрейм, от англ. mainframe) - большой универсальный высокопроизводительный отказоустойчивый сервер со значительными …"
0,"СВ Устинкин, ЕП Савруцкая…",КОЛИЧЕСТВЕННЫЕ И КАЧЕСТВЕННЫЕ ХАРАКТЕРИСТИКИ МОНИТОРИНГА СОСТОЯНИЯ СРЕДЫ УЧАЩЕЙСЯ МОЛОДЕЖИ НИЖЕГОРОДСКОЙ ОБЛАСТИ …,2019,… университета имени ВИ …,elibrary.ru,https://elibrary.ru/item.asp?id=42787748,,432,2021-08-07 17:02:08,,,,,,,,,0,0,0,3,2,"Постоянный мониторинг состояния молодежной среды дает возможность целенаправленно корректировать содержание, формы, средства и методы государственной моложенной политики. Сохранение социально-политической стабильности российского общества …"
0,"А КУМАР, Б СРИРАМ, АМФ АЛИ, ЯР ГОТЕТИ",ФИЛЬТРАЦИЯ И ПРЕДУПРЕЖДЕНИЕ НА ОСНОВЕ ПРАВИЛ,2015,,elibrary.ru,https://elibrary.ru/item.asp?id=37829255,,433,2021-08-07 17:02:08,,,,,,,,,0,0,0,4,6,"… двух отдельных систем, чтобы моделировать и выполнять бизнес-процесс или производственный процесс и политики и/или бизнес-правила, что может быть трудоемким и неэффективным способом относительно обновлений и/или модернизации таких систем …"
